Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,"Gangsta's Paradise","Gangsta's Paradise","Coolio;L.V.",1995-11-07,240693,87,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"west coast hip hop,g-funk","Tommy Boy Music, LLC",0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.386,79.975,4
spotify:track:7FkyQsWH9mmxoYLCNj4f8y,"Fire Water Burn","One Fierce Beer Coaster","Bloodhound Gang",1996-01-01,291800,60,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Geffen",0.687,0.565,7,-9.613,1,0.0316,0.0682,0.599,0.101,0.613,97.084,4
spotify:track:37Q5anxoGWYdRsyeXkkNoI,"Heaven Is A Place On Earth","Greatest Vol.1 - Belinda Carlisle","Belinda Carlisle",1987,246520,19,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Crimson",0.64,0.852,1,-8.119,0,0.0345,0.0243,0.00000182,0.0497,0.793,122.902,4
spotify:track:4uOKFydzAejjSFqYbv1XPt,"Red Red Wine","The Very Best Of","UB40",2000,183733,73,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"reggae","Virgin Records",0.857,0.468,1,-8.53,1,0.0476,0.00414,0.0000132,0.269,0.843,89.119,4
spotify:track:0qi4b1l0eT3jpzeNHeFXDT,"Just Can't Get Enough","Speak and Spell (Deluxe)","Depeche Mode",1981-11-02,220893,75,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"new wave,synthpop,darkwave","Venusnote Ltd.",0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168,4
spotify:track:3yrSvpt2l1xhsV9Em88Pul,"Brown Eyed Girl","Blowin' Your Mind!","Van Morrison",1967-09,183306,40,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Columbia/Legacy",0.491,0.583,7,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566,4
spotify:track:5jWI1xNxABzDRFTnD2yp8L,"I Love to Love","I Love To Love - The Best Of","Tina Charles",1997-06-06,183693,59,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"disco","Columbia",0.677,0.703,9,-9.344,1,0.0344,0.143,0.0000696,0.514,0.962,99.419,4
spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,"Ain't No Sunshine","Just As I Am","Bill Withers",1971-05-01,126458,83,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"soul","Columbia/Legacy",0.527,0.415,4,-11.451,0,0.122,0.457,0.0000172,0.117,0.515,78.169,4
spotify:track:6iXQrhhgBisdfvS34EMTZ3,"Mandy","Barry Manilow II","Barry Manilow",1974,213333,67,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"yacht rock,adult standards","Arista/Legacy",0.308,0.464,10,-9.032,1,0.0279,0.418,0.00000249,0.143,0.318,103.734,4
spotify:track:6R89tPNfL4vkNF1u8Jh3MD,"Creep","Lambretta","Lambretta",2001-01-01,230066,32,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Universal Music AB",0.499,0.805,3,-3.815,1,0.0408,0.0000412,0.155,0.151,0.437,124.63,4
spotify:track:1eOJAiCKFuMda0fPRvjcuc,"Hold My Hand","I Cry When I Laugh","Jess Glynne",2015,227343,66,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Atlantic Records UK",0.65,0.823,0,-5.717,1,0.0289,0.00159,0,0.0776,0.432,123.018,4
spotify:track:1K3LRUEcUz5FMtPYyg0F45,"Ho Hey","The Lumineers (Deluxe Edition)","The Lumineers",2012,163133,6,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"folk pop,indie folk","Decca (UMO)",0.682,0.471,0,-9.182,1,0.0302,0.768,0,0.0908,0.421,79.907,4
spotify:track:0D2VYiRlBv43asKUgieZaM,"Jubel - Radio Edit","Jubel (Radio Edit)","Klingande",2013-11-01,201626,49,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"tropical house,deep house","Jive Epic",0.686,0.524,0,-7.251,1,0.0343,0.649,0.0569,0.14,0.0951,124.938,4
spotify:track:3ydfhgIZIc2j39NLIhpJpq,"Fuck You","The Lady Killer (Deluxe)","CeeLo Green",2010-11-09,223694,63,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Radiculture/Elektra",0.693,0.879,0,-3.988,1,0.0578,0.193,0,0.124,0.753,127.457,4
spotify:track:4XPWKmy05Rcff6TLHNoNF8,"Ghost","Chapter One (Deluxe Version)","Ella Henderson",2014-10-13,213218,64,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Syco Music",0.68,0.84,9,-3.823,1,0.0414,0.0457,0.00000866,0.143,0.468,104.975,4
spotify:track:6iKSKHgjyeDhD8iisd4PLL,"Mrs. Robinson","Forrest Gump - The Soundtrack","Simon & Garfunkel",2001-10-02,230733,51,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"folk rock,folk","Epic/Legacy",0.608,0.513,6,-11.124,0,0.0467,0.793,0.0000139,0.107,0.796,91.946,4
spotify:track:3c8JemHol1XwFFruXQxjCO,"Everybody's Talkin'","Midnight Cowboy (Music From The Motion Picture)","Harry Nilsson",1969-01-01,152226,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"baroque pop,singer-songwriter","EMI/EMI Records (USA)",0.496,0.368,4,-15.194,1,0.0338,0.46,0.0000754,0.311,0.628,128.331,4
spotify:track:18DfMhEx4ddoreHrvZDF6Q,"The Power of Love","The Power Of Love: The Best Of Jennifer Rush","Jennifer Rush",1995-07-24,268200,62,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Columbia",0.521,0.654,8,-6.993,1,0.0401,0.452,0.0000612,0.0984,0.125,139.071,4
spotify:track:3AeicLnm55RqcXGBKYQolM,"King","Communion (Deluxe)","Olly Alexander (Years & Years)",2015-07-10,215360,74,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Polydor Records",0.56,0.857,4,-4.145,0,0.0384,0.0594,0,0.381,0.432,119.975,4
spotify:track:4uBbgoKiRzcjgjVH6FqgTS,"Sarah","Mauro Scocco","Mauro Scocco",1988-11-01,270026,44,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Record Station",0.516,0.783,2,-11.577,1,0.0336,0.27,0.000638,0.0958,0.566,104.087,4
spotify:track:5XVjNRubJUW0iPhhSWpLCj,"Better Off Alone","Who Needs Guitars Anyway?","Alice Deejay",2000-10-01,214883,81,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"eurodance,europop","Universal Music, a division of Universal International Music BV",0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,4
spotify:track:0FSlaiuv4eBrrjz05jpxz6,"Bra vibrationer","Bra vibrationer","Kikki Danielsson",1985,186453,45,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"dansband,schlager","WM Sweden",0.467,0.779,0,-3.071,1,0.0336,0.455,0,0.176,0.749,191.287,4
spotify:track:7jGzYUZ2Bgg8BDfYlQRfn8,"Wild Thing","From Nowhere","The Troggs",1966-07-25,155333,61,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"proto-punk","UMC (Universal Music Catalogue)",0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,4
spotify:track:2Qm5DrmotzWvqNM3JlcQYo,"Let's Dance","The Hits","Chris Montez",1962-01-01,149626,50,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Monogram Records",0.751,0.83,1,-6.215,1,0.0951,0.212,0.00000794,0.0584,0.935,76.489,4
spotify:track:1mvZErZBp7WZT3HfGBykao,"Cry for You","Dancing Shoes","September",2007-03-08,209800,72,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Catchy Tunes",0.768,0.881,9,-3.988,1,0.0301,0.00133,0.000141,0.0551,0.961,130.016,4
spotify:track:36EWx5B78n8sSfpmtKrUUV,"She's Like the Wind (feat. Wendy Fraser)","Dirty Dancing: Anniversary Edition","Patrick Swayze;Wendy Fraser",2012-09-21,230866,58,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"yacht rock","RCA/Legacy",0.596,0.457,4,-10.046,0,0.0283,0.313,0.0000243,0.118,0.207,124.993,4
spotify:track:3zav6yFIf58MYsvcv4jS1t,"I Can Jive","I Can Jive","Jerry Williams",1979-01-01,250760,41,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"rockabilly,dansband,swedish pop","Universal Music AB",0.684,0.471,7,-11.617,1,0.0845,0.0281,0.00249,0.114,0.749,119.712,4
spotify:track:3iMLRCGHLQ135LtMjKLkO8,"Heartbreaker","Heartbreaker","Dionne Warwick",1982,258266,60,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Legacy Recordings",0.671,0.514,1,-13.561,0,0.0239,0.0921,0.0000153,0.137,0.803,100.771,4
spotify:track:1pTGc8pwyo6xtgXBKCBcFn,"Woman in Love","Guilty","Barbra Streisand",1980-09-23,233400,69,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"adult standards","Columbia",0.469,0.278,3,-16.311,0,0.028,0.248,0.000126,0.133,0.331,169.735,4
spotify:track:2gNAGt7gUiMkagkhIiDLPm,"Dansa Pausa","Dansa Pausa","Panetoz",2012-04-10,179000,43,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","WM Sweden",0.811,0.863,0,-4.64,1,0.103,0.0503,0,0.309,0.644,121.971,4
spotify:track:0XvjOhwCnXXFOSlBbV9jPN,"Barbra Streisand - Radio Edit","Barbra Streisand","Duck Sauce",2010-10-15,196533,20,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"disco house","disco:wax",0.769,0.922,1,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,4
spotify:track:5CQ30WqJwcep0pYcV4AMNc,"Stairway to Heaven - Remaster","Led Zeppelin IV (Deluxe Edition)","Led Zeppelin",1971-11-08,482830,81,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"classic rock,rock,hard rock,rock and roll","Atlantic Records",0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,4
spotify:track:7rPzEczIS574IgPaiPieS3,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version","The Wall (Remastered)","Pink Floyd",1979-11-30,228586,6,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"progressive rock,psychedelic rock,classic rock,art rock,rock","Pink Floyd Records",0.693,0.353,0,-17.852,1,0.0414,0.0704,0.00113,0.503,0.75,104.143,4
spotify:track:0pjgcw5stw4SEZ3cryVuZh,"Sofia dansar go-go","Aktuell Musik 23","Stefan Rüdén",2003-01-01,127626,35,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"dansband","WM Sweden",0.583,0.917,8,-7.225,1,0.066,0.13,0,0.211,0.963,165.009,4
spotify:track:57bgtoPSgt236HzfBOd8kj,"Thunderstruck","The Razors Edge","AC/DC",1990-09-24,292333,87,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"rock,hard rock,classic rock,rock and roll","Columbia",0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4
spotify:track:37ZJ0p5Jm13JPevGcx4SkF,"Livin' On A Prayer","Slippery When Wet","Bon Jovi",1986-08-16,249293,81,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"glam metal,rock","Island Records",0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,4
spotify:track:3XKIUb7HzIF1Vu9usunMzc,"Maria Maria (feat. The Product G&B)","Supernatural (Remastered)","Santana;The Product G&B",1999-06-15,261973,74,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Columbia/Legacy",0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,4
spotify:track:4fHDlIntTsRGSyTg5UYZYC,"Banana Boat (Day-O)","Calypso","Harry Belafonte",1956,189468,69,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"calypso","RCA Records Label",0.797,0.105,1,-16.881,1,0.0969,0.885,0.000116,0.108,0.419,122.545,4
spotify:track:27AHAtAirQapVldIm4c9ZX,"Jump","Totally Krossed Out","Kris Kross",1992-03-17,195106,68,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Ruffhouse/Columbia",0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,4
spotify:track:5Klo65Y9uouLjNVDV3pqh7,"Go West - 2003 Remaster","PopArt: The Hits","Pet Shop Boys",2003,304080,68,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"synthpop,new wave","Parlophone UK",0.535,0.951,7,-5.859,1,0.0373,0.0174,0.00000961,0.345,0.444,120.72,4
spotify:track:4q2lRiodoQnyFO65watkse,"True","The Twelve Inch Mixes","Spandau Ballet",1986-06-30,365160,61,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"new wave,synthpop","Parlophone UK",0.738,0.528,0,-9.746,1,0.0281,0.307,0.223,0.0733,0.415,97.39,4
spotify:track:5XcZRgJv3zMhTqCyESjQrF,"Poison","Trash","Alice Cooper",1989-07-25,269712,74,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"glam rock,hard rock,glam metal,proto-punk,classic rock","Epic",0.28,0.908,2,-5.509,0,0.109,0.0327,0.00000885,0.18,0.26,118.698,4
spotify:track:3njweosKzGwLCGi7Mnwo8s,"Sjumilakliv","9 sanningar och en lögn","Martin Stenmarck",2006-01-01,286800,43,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Universal Music AB",0.546,0.868,2,-3.754,1,0.0299,0.00348,0.0344,0.294,0.322,110.011,4
spotify:track:1UzofFX5AkfTDnwjcBkM4J,"Whiskey in the Jar","The Best Of The Dubliners","The Dubliners",2002,178533,55,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"celtic,sea shanties,celtic rock,celtic punk,folk","Epic/Legacy",0.551,0.834,0,-5.238,1,0.0467,0.795,0.148,0.309,0.661,108.145,4
spotify:track:3oyb7rNW30zWlB06jKE0j8,"Because You Loved Me","Chillout Pop inc. John Legend, Miley Cyrus & John Mayer","Céline Dion",2019-04-19,273066,24,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"variété française","Legacy Recordings",0.611,0.507,1,-7.975,1,0.0305,0.304,0,0.107,0.175,119.92,4
spotify:track:3Nf8oGn1okobzjDcFCvT6n,"I'll Stand by You","Last of the Independents","Pretenders",1994-06-01,240760,75,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Rhino/Warner Records",0.438,0.606,7,-6.549,1,0.0305,0.3,0.00000449,0.0754,0.266,133.822,4
spotify:track:7DnAm9FOTWE3cUvso43HhI,"Sweet but Psycho","Heaven & Hell","Ava Max",2020-09-18,187436,83,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Atlantic Records",0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,4
spotify:track:3EPXxR3ImUwfayaurPi3cm,"Be Alright","Be Alright","Dean Lewis",2018-06-29,196373,75,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Universal Music Australia Pty. Ltd.",0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4
spotify:track:0qOnSQQF0yzuPWsXrQ9paz,"Stereo Hearts (feat. Adam Levine)","The Papercut Chronicles II","Gym Class Heroes;Adam Levine",2011-11-11,210960,84,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Decaydance/Fueled By Ramen",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
spotify:track:1hRFVIy9As8OVRk8B7CrD5,"When Love Takes Over (feat. Kelly Rowland)","One More Love","David Guetta;Kelly Rowland",2010-11-22,191000,60,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"edm","Parlophone (France)",0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,4
spotify:track:3RNUFPrfUVeOhd6wcKnf6z,"Brimful of Asha","Brimful of Asha","Cornershop",1997-08-18,247133,44,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"britpop","Wiiija",0.828,0.834,9,-6.153,1,0.0334,0.474,0,0.0814,0.937,110.101,4
spotify:track:1EzrEOXmMH3G43AXT1y7pA,"I'm Yours","We Sing. We Dance. We Steal Things.","Jason Mraz",2008-05-12,242946,77,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"soft pop,acoustic pop","Atlantic Records/ATG",0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,4
spotify:track:7dwJqwTXDtsrX1QLqb0o96,"What A Man","The Complete Stax / Volt Soul Singles, Vol. 2: 1968-1971","Linda Lyndell",1993-09-30,160373,54,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"classic soul,northern soul,motown","Stax",0.584,0.713,7,-7.899,1,0.04,0.356,0.0797,0.197,0.899,173.806,4
spotify:track:4pW3aTX3kAmOaPJfc9UM12,"Express Yourself","Express Yourself","Charles Wright & The Watts 103rd Street Rhythm Band",1970,233613,60,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"funk","Rhino/Warner Records",0.789,0.683,8,-8.835,1,0.086,0.48,0,0.35,0.882,92.311,4
spotify:track:52vLuv7YSkhX27eMg4wv2L,"Hej Monica","Hej Hej Skiva","Nic & The Family",2004-09-01,146760,38,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","WM Sweden",0.744,0.768,1,-4.188,1,0.0532,0.0227,0,0.033,0.822,145.043,4
spotify:track:6brl7bwOHmGFkNw3MBqssT,"So Sick","In My Own Words","Ne-Yo",2006-01-01,207186,81,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Def Soul",0.452,0.574,6,-8.336,1,0.311,0.245,0,0.189,0.578,92.795,4
spotify:track:1eOCyaSRBdFGofbLYjgGM2,"Woman","Man","Neneh Cherry",1996-01-01,270400,56,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Circa",0.542,0.54,3,-8.888,0,0.0261,0.0901,0.0346,0.198,0.33,136.022,4
spotify:track:2NBQmPrOEEjA8VbeWOQGxO,"Drop It Like It's Hot","R&G (Rhythm & Gangsta): The Masterpiece","Snoop Dogg;Pharrell Williams",2004-01-01,266066,77,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"g-funk,west coast hip hop,gangster rap,old school hip hop,hip hop,rap","Geffen",0.888,0.632,1,-3.872,1,0.219,0.19,0,0.101,0.662,91.979,4
spotify:track:7w87IxuO7BDcJ3YUqCyMTT,"Pumped Up Kicks","Torches","Foster The People",2011-05-23,239600,85,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Columbia",0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4
spotify:track:6zsk6uF3MxfIeHPlubKBvR,"Get Ur Freak On","Miss E... So Addictive","Missy Elliott",2001-05-14,211120,71,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"hip hop","Atlantic Records/ATG",0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,4
spotify:track:5rb9QrpfcKFHM1EUbSIurX,"Yeah! (feat. Lil Jon & Ludacris)","Confessions (Expanded Edition)","USHER;Lil Jon;Ludacris",2004-03-23,250373,86,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"r&b,crunk,southern hip hop","LaFace Records",0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,4
spotify:track:3MrWxJaD2AT0W9DjWF64Vm,"Come On Eileen","Too Rye Ay","Dexys Midnight Runners",1982-07-22,287306,78,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Mercury Nashville",0.45,0.656,2,-7.049,1,0.0472,0.664,0.00000302,0.259,0.782,106.61,4
spotify:track:1ue7zm5TVVvmoQV8lK6K2H,"Pretty Girl","Pretty Girl","Maggie Lindemann",2016-09-30,219428,62,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","300 Entertainment",0.456,0.764,10,-3.584,1,0.148,0.298,0,0.229,0.383,124.971,5
spotify:track:1lkvpmrCaXK8QtliFDcHBO,"Bubbly","Coco","Colbie Caillat",2007-01-01,196226,72,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Universal Records",0.688,0.477,9,-6.684,1,0.036,0.594,0,0.115,0.257,127.866,4
spotify:track:05fHQeRbCSjKVS6z0WbQKJ,"Every Time You Go Away - Radio Edit","From Time To Time - The Singles Collection","Paul Young",1991-09-07,267000,73,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Columbia",0.572,0.721,5,-8.959,1,0.0402,0.187,0.00000741,0.216,0.844,164.252,4
spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,"Safe And Sound","In A Tidal Wave Of Mystery (Deluxe Edition)","Capital Cities",2013,192789,13,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Capital Cities",0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5
spotify:track:4dyx5SzxPPaD8xQIid5Wjj,"Young Folks","Writer's Block","Peter Bjorn and John",2006-01-01,276693,78,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"indie","Universal Music AB",0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4
spotify:track:04aAxqtGp5pv12UXAg4pkq,"Centuries","American Beauty/American Psycho","Fall Out Boy",2015-01-16,228360,82,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"emo,pop punk","Island Records",0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,4
spotify:track:1rqqCSm0Qe4I9rUvWncaom,"High Hopes","Pray for the Wicked","Panic! At The Disco",2018-06-22,190946,81,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"emo","DCD2 / Fueled By Ramen",0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,4
spotify:track:4jh9olf0OKCokpzxSyLeJx,"Toy Soldiers","Martika (Expanded Edition)","Martika",1988-06-01,287600,63,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Columbia/Legacy",0.513,0.591,1,-6.407,0,0.0274,0.405,0,0.126,0.173,130.167,4
spotify:track:3dkIE8P7hvl3tHl9KSb6dA,"Non, je ne regrette rien","Eternelle","Édith Piaf",1987-10-31,142280,68,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"chanson,variété française,french jazz","Parlophone (France)",0.382,0.354,7,-6.595,1,0.0289,0.858,0.00000311,0.168,0.435,87.018,4
spotify:track:4GUvOaJiYlvFTKXDEg3QR6,"What a Difference a Day Makes","Dinah Washington - The Great American Songbook","Dinah Washington",2011-08-09,152360,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"vocal jazz,jazz,jazz blues","Warner Music Group - X5 Music Group",0.278,0.374,0,-8.453,1,0.0328,0.857,0.000224,0.279,0.239,165.385,3
spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,"Good Feeling","Wild Ones","Flo Rida",2012-06-22,248133,80,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Poe Boy/Atlantic",0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4
spotify:track:0GONea6G2XdnHWjNZd6zt3,"Summer Of '69","Reckless (30th Anniversary / Deluxe Edition)","Bryan Adams",1984-11-05,216053,83,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","A&M",0.509,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.13,4
spotify:track:3evG0BIqEFMMP7lVJh1cSf,"Don't Let Me Down - Remastered 2009","The Beatles 1967 - 1970 (Remastered)","The Beatles",1973-04-02,215733,74,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"classic rock,psychedelic rock","EMI Catalogue",0.591,0.289,4,-11.049,1,0.026,0.568,0.000777,0.0928,0.733,76.391,4
spotify:track:3rmo8F54jFF8OgYsqTxm5d,"Bad Habits","=","Ed Sheeran",2021-10-25,230746,82,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"soft pop","Atlantic Records UK",0.807,0.893,11,-3.745,0,0.0347,0.0451,0.0000279,0.366,0.537,126.011,4
spotify:track:6zSpb8dQRaw0M1dK8PBwQz,"Cold Heart - PNAU Remix","Cold Heart (PNAU Remix)","Elton John;Dua Lipa;PNAU",2021-08-13,202735,82,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"pop","EMI",0.796,0.798,1,-6.312,1,0.0317,0.034,0.0000419,0.0952,0.942,116.032,4
spotify:track:4Dvkj6JhhA12EX05fT7y2e,"As It Was","Harry's House","Harry Styles",2022-05-20,167303,89,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Columbia",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
spotify:track:75FEaRjZTKLhTrFGsfMUXR,"Running Up That Hill (A Deal With God)","Hounds Of Love","Kate Bush",1985,298933,9,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"art pop,baroque pop,art rock","Parlophone UK",0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4
spotify:track:0wHFktze2PHC5jDt3B17DC,"First Class","Come Home The Kids Miss You","Jack Harlow",2022-05-06,173947,74,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Generation Now/Atlantic",0.902,0.582,5,-5.902,0,0.109,0.111,0.00000318,0.111,0.332,107.005,4
