Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0e7ipj03S05BNilyu5bRzt,"rockstar (feat. 21 Savage)","beerbongs & bentleys","Post Malone;21 Savage",2018-04-27,218146,82,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Republic Records",0.585,0.52,5,-6.136,0,0.0713,0.124,0.0000775,0.131,0.129,159.798,4
spotify:track:1MntHPLU1T7a9W4tojbg8g,"Mercedes Benz","Pearl (Legacy Edition)","Janis Joplin",1971-01-11,107866,56,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"classic rock,psychedelic rock,acid rock","Columbia/Legacy",0.704,0.106,0,-15.169,0,0.542,0.939,0,0.0674,0.521,86.763,4
spotify:track:1DzYDC7LD4dyKSp0AeLj63,"Kung för en dag","Uggla Box","Magnus Uggla",1977,197013,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Uggly Music",0.713,0.892,10,-5.66,1,0.0862,0.0433,0,0.109,0.956,158.015,4
spotify:track:52Zr0sinhWTCRrQhRRY4EP,"Dragostea din tei","DiscO-Zone","O-Zone",2004-02-23,215386,71,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"europop,eurodance","Cat Music",0.802,0.966,0,-3.933,1,0.0424,0.18,0,0.0611,0.684,130.099,4
spotify:track:77vCn7iUHH8KAOqdOe1XjY,"I'm Outta Love","Not That Kind","Anastacia",2000-05-01,242960,59,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Epic",0.759,0.712,10,-5.859,0,0.053,0.365,0,0.0989,0.652,119.439,4
spotify:track:1xNmF1Uep5OGutizZSbKvd,"One Of Us","Relish","Joan Osborne",1995-01-01,320466,69,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Island Mercury",0.316,0.499,9,-7.899,1,0.0298,0.0108,0.0000181,0.126,0.403,174.782,4
spotify:track:1YGZyfvdgZxzipWoWYVKxi,"Kids In America","Kim Wilde","Kim Wilde",1981,205533,5,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Cherry Red Records",0.557,0.782,4,-3.899,1,0.0475,0.0953,0.00000675,0.118,0.305,159.621,4
spotify:track:6ZLGthToczpvnL5Eoy6yrY,"Pure Shores","Saints & Sinners","All Saints",2000-08-16,268746,65,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Rhino",0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,4
spotify:track:3RlsVPIIs5KFhLFhxZ4iDF,"Rockstar","All the Right Reasons (Walmart Exclusive Edition)","Nickelback",2005-09-26,252040,67,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"post-grunge,rock","Roadrunner Records",0.616,0.91,0,-3.004,1,0.0386,0.0459,0,0.343,0.693,144.072,4
spotify:track:3y8pywLbRGC1x8oCDeTMyL,"Dressed For Success","Look Sharp! (Extended Version)","Roxette",1988-10-21,249840,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","WM Sweden",0.744,0.67,5,-5.305,1,0.0298,0.0831,0,0.184,0.856,119.706,4
spotify:track:2fARVTvENb670WbTS57RqU,"Hang with Me","Body Talk, Pt.2","Robyn",2010-09-06,260806,51,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Konichiwa Records",0.666,0.77,7,-6.673,1,0.0336,0.0227,0.00281,0.111,0.268,114.996,4
spotify:track:5YbgcwHjQhdT1BYQ4rxWlD,"Don't Worry Be Happy","The Collection","Bobby McFerrin",1997-01-01,292400,67,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","EMI Gold",0.681,0.163,11,-22.597,1,0.165,0.881,0.0000762,0.0688,0.771,69.283,4
spotify:track:4650WGL6InVqP7YN5POqIz,"Party Rock Anthem","Sorry For Party Rocking","LMFAO;Lauren Bennett;GoonRock",2010-12-01,262146,63,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Will I Am / A&M",0.75,0.736,5,-4.168,0,0.155,0.0202,0,0.265,0.355,130.011,4
spotify:track:5MoDQWMDMaAGDEiWsJfeCi,"Eternal Flame","The Essential Bangles","The Bangles;Susanna Hoffs",2004,238026,69,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"jangle pop,power pop","Columbia",0.526,0.358,4,-7.239,0,0.0243,0.525,0,0.0942,0.399,78.989,3
spotify:track:48JrHJdke53Te8dQ9aWzvV,"The Rockafeller Skank","You've Come a Long Way Baby (10th Anniversary Edition)","Fatboy Slim",1998-10-19,413880,2,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"big beat","Skint Records",0.666,0.992,7,-6.701,1,0.25,0.0111,0.00437,0.22,0.0806,152.589,4
spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,"Stay With Me","In The Lonely Hour","Sam Smith",2014-05-26,172723,83,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"soft pop","PLG - Capitol",0.413,0.42,0,-6.444,1,0.0416,0.588,0.0000639,0.11,0.185,84.126,4
spotify:track:4DX82Vc8qAH4jJPvKxvwg6,"Move Your Feet","D-D-Don't Don't Stop The Beat","Junior Senior",2002-04-03,181826,71,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Crunchy Frog",0.747,0.904,9,-2.623,1,0.0803,0.046,0.106,0.203,0.846,118.877,4
spotify:track:7HTX5cE4qzHALfgO2xSvMd,"Ayo Technology","Acoustic Dance Sessions","Milow",2012,213640,48,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Cloud 9 Music",0.778,0.661,11,-7.664,0,0.0347,0.653,0,0.103,0.747,128.052,4
spotify:track:2YWjW3wwQIBLNhxWKBQd16,"Lean On (feat. MØ & DJ Snake)","Peace Is The Mission : Extended","Major Lazer;MØ;DJ Snake",2015-11-27,176561,71,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"moombahton","Third Pardee Records",0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
spotify:track:7eJMfftS33KTjuF7lTsMCx,"death bed (coffee for your head)","death bed (coffee for your head)","Powfu;beabadoobee",2020-02-08,173333,82,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"bedroom pop","Columbia",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
spotify:track:3ia3dJETSOllPsv3LJkE35,"California Love - Original Version","Greatest Hits","2Pac;Roger;Dr. Dre",1998-01-01,284906,82,true,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop,quiet storm,rap","2Pac Greatest Hits",0.763,0.85,7,-3.052,1,0.0417,0.0304,0.00000121,0.371,0.761,91.519,4
spotify:track:5oo4vVTG5tUERk5JO01wvU,"Trettifyran","34:an","Per Myrberg",1965,141760,36,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","WM Sweden",0.629,0.47,7,-9.923,1,0.107,0.693,0,0.173,0.92,93.699,4
spotify:track:3MrRksHupTVEQ7YbA0FsZK,"The Final Countdown","The Final Countdown (Expanded Edition)","Europe",1986,310333,78,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"glam metal","Portrait/Epic/Legacy",0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,4
spotify:track:1CtAzw53AIXKjAemxy4b1j,"Beds Are Burning - Remastered","Diesel And Dust","Midnight Oil",1987-10-02,255680,75,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"surf rock","Columbia",0.753,0.427,0,-11.112,1,0.0387,0.00787,0.00065,0.058,0.295,119.18,4
spotify:track:4N0fzRX3T7QkOecp3pkWpp,"With Or Without You","U218 Singles","U2",2006-01-01,296226,64,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"rock","Universal-Island Records Ltd.",0.546,0.537,2,-7.44,1,0.0268,0.000135,0.287,0.125,0.0923,109.908,4
spotify:track:2kvg4AwMIstkygdQhfFfSf,"Calleth You, Cometh I","In Lust We Trust","The Ark",2002-08-26,272360,49,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Parlophone Sweden",0.399,0.866,7,-2.078,1,0.049,0.00399,0.000274,0.162,0.377,134.586,4
spotify:track:0qc4QlcCxVTGyShurEv1UU,"Post Malone (feat. RANI)","Magnets EP","Sam Feldt;RANI",2019-05-24,174444,64,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"tropical house","Spinnin' Records",0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,4
spotify:track:24LPjYUpC28ODnHNx25kqo,"Lilla fågel blå","Regn","Staffan Hellstrand",1993,283226,46,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop,bisrock","Parlophone Sweden",0.492,0.845,2,-6.614,1,0.0495,0.000157,0.0659,0.347,0.459,126.131,4
spotify:track:0fYVliAYKHuPmECRs1pbRf,"Renegades","VHS","X Ambassadors",2015-06-30,195200,76,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Kid Ina Korner / Interscope",0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4
spotify:track:0nrRP2bk19rLc0orkWPQk2,"Wake Me Up","True","Avicii",2013-09-16,247426,86,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"edm","Pophouse Entertainment Group",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
spotify:track:7kyMLaXepcGHIrsLqoiTB8,"Ooh Aah...Just a Little Bit - Motiv8 Radio Edit","Fresh","Gina G;Motiv8",1997-03-24,203120,52,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"eurodance","WM UK",0.647,0.942,1,-7.101,1,0.0341,0.626,0.168,0.0411,0.937,130.978,4
spotify:track:5L8ta4ECl5zeA6bGqY7G38,"Sing, Sing, Sing","The Essential Benny Goodman","Benny Goodman",2007-05-22,520293,51,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"big band,swing music,jazz,ragtime","Columbia/Legacy",0.62,0.67,2,-11.575,0,0.0591,0.853,0.896,0.156,0.295,113.492,4
spotify:track:0xljZqZHvXhVfse33fQ9bK,"Vem tänder stjärnorna","En blekt blondins hjärta","Eva Dahlgren",1991-09-12,243426,43,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"swedish pop","Record Station",0.535,0.344,2,-18.016,1,0.0496,0.182,0.000888,0.0818,0.514,161.632,4
spotify:track:7xe3EQCvXnx6Q0zs41Y65n,"Great Balls of Fire","The Essential Jerry Lee Lewis [The Sun Sessions]","Jerry Lee Lewis",2013-05-10,111240,0,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"rockabilly,rock and roll,boogie-woogie","RCA/Legacy",0.592,0.627,10,-10.14,1,0.0662,0.55,0,0.43,0.909,79.567,4
spotify:track:6AVErIh5UwMFMXc29iij9L,"Hello Muddah Hello Fadduh (A Letter from Camp Granada)","My Son, the Nut","Allan Sherman",2017-05-01,174653,25,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"comedy","Curtain Call",0.619,0.409,9,-12.887,1,0.201,0.81,0,0.641,0.626,115.591,4
spotify:track:06hsdMbBxWGqBO0TV0Zrkf,"Cotton Eye Joe","Sex & Violins","Rednex",1994-08-12,194000,72,false,jd0b7ordx7wxotdeb3uohqwyc,2023-04-22T14:36:40Z,"","Muunshine Muusic",0.729,0.936,9,-7.536,1,0.0776,0.0129,0.000892,0.0367,0.598,131.986,4
